藥品代碼,藥品分類分組名稱,含包裹支付的醫令量_合計
AC37082100,LOPERAMIDE ， 一般錠劑膠囊劑 ， 2.00 MG,8458.5
AC370821G0,LOPERAMIDE ， 一般錠劑膠囊劑 ， 2.00 MG,19132.9
AC37093329,CLINDAMYCIN ， 外用液劑 ， 10.00  MG/ML ， 10.00 ML,548.3
AC37093338,CLINDAMYCIN ， 外用液劑 ， 10.00  MG/ML ， 20.00 ML,6904.1
AC37093343,CLINDAMYCIN ， 外用液劑 ， 10.00  MG/ML ， 30.00 ML,66408.8
AC37096321,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 5.00 GM,112
AC37096324,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 7.00 GM,126
AC37096329,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 10.00 GM,3
AC37096335,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 15.00 GM,3
AC37096338,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 20.00 GM,12.5
AC37125100,CEPHRADINE ， 一般錠劑膠囊劑 ， 500.00 MG,4496916.4
AC37127238,SODIUM BICARBONATE ， 注射劑 ， 1.40 GM,55985
AC37128321,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 5.00 GM,135
AC37128324,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 7.00 GM,556.7
AC37128329,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 10.00 GM,653
AC37128338,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 20.00 GM,2
AC37128340,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 25.00 GM,21
AC37134329,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,94825.2
AC37134335,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 15.00 GM,780
AC37134338,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 20.00 GM,23
AC37134343,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 30.00 GM,9
AC37139316,ACYCLOVIR ， 外用軟膏劑 ， 50.00  MG/GM ， 3.00 GM,1759.3
AC37139321,ACYCLOVIR ， 外用軟膏劑 ， 50.00  MG/GM ， 5.00 GM,5863.3
AC37140100,BACLOFEN ， 一般錠劑膠囊劑 ， 10.00 MG,6014789.3
AC371401G0,BACLOFEN ， 一般錠劑膠囊劑 ， 10.00 MG,539247.5
AC371401G5,BACLOFEN ， 一般錠劑膠囊劑 ， 10.00 MG,30131
AC37141100,BACLOFEN ， 一般錠劑膠囊劑 ， 5.00 MG,17160760.5
AC371411G0,BACLOFEN ， 一般錠劑膠囊劑 ， 5.00 MG,1648716.6
AC371411G5,BACLOFEN ， 一般錠劑膠囊劑 ， 5.00 MG,132196.5
AC37157100,MEBHYDROLINE ， 一般錠劑膠囊劑 ， 50.00 MG,71881.8
AC371571G0,MEBHYDROLINE ， 一般錠劑膠囊劑 ， 50.00 MG,3640
AC37162335,BETAMETHASONE(DIPROPIONATE)  0.5MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 15.00GM,28361
AC37166100,PENTOXIFYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,22586.5
AC37167100,ISONIAZID 150MG + RIFAMPICIN 300MG， 一般錠劑膠囊劑，,847162.5
AC37190100,NIFUROXAZIDE ， 一般錠劑膠囊劑 ， 200.00 MG,139088.2
AC37196100,RITODRINE ， 一般錠劑膠囊劑 ， 10.00 MG,12
AC37197100,CEFACLOR ， 一般錠劑膠囊劑 ， 250.00 MG,280672.9
AC37200209,KETOPROFEN ， 注射劑 ， 50.00 MG,617
AC37200212,KETOPROFEN ， 注射劑 ， 100.00 MG,1183.7
AC37204100,CAPTOPRIL ， 一般錠劑膠囊劑 ， 25.00 MG,4884
AC37214421,BETAMETHASONE 1MG/ML + GENTAMICIN 3MG/ML， 眼用液劑， 5.00ML,36
AC37224100,FENOTEROL ， 一般錠劑膠囊劑 ， 2.50 MG,1054994
AC372241G0,FENOTEROL ， 一般錠劑膠囊劑 ， 2.50 MG,229661
AC37225100,BETHANECHOL ， 一般錠劑膠囊劑 ， 25.00 MG,1953542.7
AC372251G0,BETHANECHOL ， 一般錠劑膠囊劑 ， 25.00 MG,11591818.1
AC37227100,CEFACLOR ， 一般錠劑膠囊劑 ， 250.00 MG,797449.1
AC37229100,VERAPAMIL ， 緩釋錠劑膠囊劑 ， 240.00 MG,259549.5
AC37246212,KETOPROFEN ， 注射劑 ， 100.00 MG,39
AC37252212,KETOPROFEN ， 注射劑 ， 50.00 MG,80541.8
AC37252216,KETOPROFEN ， 注射劑 ， 75.00 MG,9068.8
AC37255100,VITAMIN B1 4MG + VITAMIN B2 4MG + VITAMIN B6 4MG + VITAMIN B12 1.2MCG + NICOTINAMIDE 12MG + PANTOTHENIC ACID 8MG， 一般錠劑膠囊劑，,5630
AC372551G0,VITAMIN B1 4MG + VITAMIN B2 4MG + VITAMIN B6 4MG + VITAMIN B12 1.2MCG + NICOTINAMIDE 12MG + PANTOTHENIC ACID 8MG， 一般錠劑膠囊劑，,1099
AC37256100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,382432.1
AC372561G0,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,33105
AC37257100,IBUPROFEN ， 一般錠劑膠囊劑 ， 400.00 MG,1556378.6
AC372571G0,IBUPROFEN ， 一般錠劑膠囊劑 ， 400.00 MG,77165.4
AC37286321,ACYCLOVIR ， 外用軟膏劑 ， 50.00  MG/GM ， 5.00 GM,10942
AC37288321,CENTELLA ASIATICA TITRATED EXTRACT ， 外用軟膏劑 ， 10.00  MG/GM ， 5.00 GM,10
AC37288329,CENTELLA ASIATICA TITRATED EXTRACT ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,136
AC37288335,CENTELLA ASIATICA TITRATED EXTRACT ， 外用軟膏劑 ， 10.00  MG/GM ， 15.00 GM,162
AC37288337,CENTELLA ASIATICA TITRATED EXTRACT ， 外用軟膏劑 ， 10.00  MG/GM ， 18.00 GM,15437.3
AC37288338,CENTELLA ASIATICA TITRATED EXTRACT ， 外用軟膏劑 ， 10.00  MG/GM ， 20.00 GM,1320.6
AC37290209,VANCOMYCIN ， 注射劑 ， 1000.00 MG,119347.3
AC37290277,VANCOMYCIN ， 注射劑 ， 500.00 MG,65020.2
AC37301157,CODEINE ，口服液劑， ≧100.00－≦135.00ML,28
AC37314321,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 5.00 GM,2983.4
AC37314338,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 20.00 GM,25
AC37314399,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 1.00 GM,2
AC37344100,ACETYLSALICYLIC ACID ， 腸溶製劑 ， 81-165，MG,1266258.7
AC373441G0,ACETYLSALICYLIC ACID ， 腸溶製劑 ， 81-165，MG,208238881.6
AC37352100,HALOPERIDOL ， 一般錠劑膠囊劑 ， 0.50 MG,50509.5
AC373521G0,HALOPERIDOL ， 一般錠劑膠囊劑 ， 0.50 MG,688418.6
AC37355100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,125507.8
AC37368100,FLUFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,504
AC37375100,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,289
AC373751G0,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,154
AC37376100,SULINDAC ， 一般錠劑膠囊劑 ， 200.00 MG,6671
AC37378100,TRIMETOQUINOL ， 一般錠劑膠囊劑 ， 3.00 MG,13981375.4
AC373781G0,TRIMETOQUINOL ， 一般錠劑膠囊劑 ， 3.00 MG,829904
AC37384209,CEFOTAXIME ， 注射劑 ， 1000.00 MG,100
AC37386343,ESTRADIOL ， 外用軟膏劑 ， 0.60  MG/GM ， 30.00 GM,31239
AC37390100,CEPHRADINE ， 一般錠劑膠囊劑 ， 500.00 MG,2985180.6
AC37396100,TERBUTALINE ， 一般錠劑膠囊劑 ， 2.50 MG,2352245.1
AC373961G0,TERBUTALINE ， 一般錠劑膠囊劑 ， 2.50 MG,236559.4
AC37432323,FLUOCINOLONE ， 外用軟膏劑 ， 0.25  MG/GM ， 6.00 GM,12404
AC37432329,FLUOCINOLONE ， 外用軟膏劑 ， 0.25  MG/GM ， 10.00 GM,5900
AC37432335,FLUOCINOLONE ， 外用軟膏劑 ， 0.25  MG/GM ， 15.00 GM,2070
AC37441100,BIPERIDEN ， 一般錠劑膠囊劑 ， 2.00 MG,1447457
AC374411G0,BIPERIDEN ， 一般錠劑膠囊劑 ， 2.00 MG,6314739.8
AC37442209,CEFOXITIN (=CEPHOXITIN) ， 注射劑 ， 1000.00 MG,14638
AC37442212,CEFOXITIN (=CEPHOXITIN) ， 注射劑 ， 2000.00 MG,156221
AC37497100,SELEGILINE ， 一般錠劑膠囊劑 ， 5.00 MG,180
AC37511329,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 10.00GM,288
AC37519100,OXETHAZAINE ， 一般錠劑膠囊劑 ， 10.00 MG,2096611.3
AC37520100,CALCIUM ACETATE ， 一般錠劑膠囊劑 ， 667.00 MG,344445
AC375201G0,CALCIUM ACETATE ， 一般錠劑膠囊劑 ， 667.00 MG,215384
AC37523100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 500.00 MG,694133.2
AC37527100,GLYBURIDE (=GLIBENCLAMIDE) ， 一般錠劑膠囊劑 ， 5.00 MG,4375
AC375271G0,GLYBURIDE (=GLIBENCLAMIDE) ， 一般錠劑膠囊劑 ， 5.00 MG,23698
AC37549100,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,458361
AC375491G0,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,538001.5
AC37550212,AMIKACIN ， 注射劑 ， 250.00 MG,78970.3
AC37551100,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,173074
AC375511G0,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,6807
AC37556100,CLINDAMYCIN ， 一般錠劑膠囊劑 ， 150.00 MG,14982
AC37557100,DICYCLOMINE ， 一般錠劑膠囊劑 ， 10.00 MG,285860
AC37570109,SUCRALFATE ， 口服顆粒劑 ， 1.00 GM,376
AC375771G0,FLUDIAZEPAM ， 一般錠劑膠囊劑 ， 250.00 MCG,13550531.7
AC37579100,FLUCONAZOLE ， 一般錠劑膠囊劑 ， 200.00 MG,7
AC37580321,BETAMETHASONE(DIPROPIONATE) 0.5MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,49
AC37580329,BETAMETHASONE(DIPROPIONATE)  0.5MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 10.00GM,1446
AC37580335,BETAMETHASONE(DIPROPIONATE)  0.5MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 15.00GM,10
AC37586100,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,390677
AC37591100,NORETHINDRONE ， 一般錠劑膠囊劑 ， 5.00 MG,448
AC375911G0,NORETHINDRONE ， 一般錠劑膠囊劑 ， 5.00 MG,197
AC37595100,NAPROXEN ， 一般錠劑膠囊劑 ， 500.00 MG,51124.5
AC37601100,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,27013098.3
AC376011G0,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,12966895
AC37603100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,7991501.5
AC376031G0,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,729338
AC37608100,PIRACETAM ， 一般錠劑膠囊劑 ， 400.00 MG,161328
AC376081G0,PIRACETAM ， 一般錠劑膠囊劑 ， 400.00 MG,34713
AC37622321,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 5.00 GM,56966.7
AC37622323,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 6.00 GM,315119.1
AC37622329,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,292399.8
AC37622330,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 12.00 GM,6138.5
AC37622335,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 15.00 GM,4679
AC37622343,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 30.00 GM,157
AC37632151,IBUPROFEN ， 口服液劑 ， 20.00  MG/ML ， 60.00 ML,26081.9
AC37632157,IBUPROFEN ， 口服液劑 ， 20.00  MG/ML ， 120.00 ML,8.8
AC37644100,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 25.00 MG,356857
AC376441G0,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 25.00 MG,75577
AC37651100,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,231364
AC376511G0,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,137533.5
AC37652100,SEAPROSE S ， 一般錠劑膠囊劑 ， 10.00 MG,574856.3
AC37655321,HYDROCORTISONE 10MG/GM + UREA 100MG/GM， 外用軟膏劑， 5.00GM,1
AC37655336,HYDROCORTISONE 10MG/GM + UREA 100MG/GM， 外用軟膏劑， 16.00GM,58
AC37656100,SCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,87382.9
AC37661100,ORPHENADRINE ， 一般錠劑膠囊劑 ， 100.00 MG,95068.3
AC37669143,GINKGO BILOBA EXTRACT(=9.6MG GINKGO FLAVONGLYCOSIDE ， 口服液劑 ， 40.00  MG/ML ， 30.00 ML,1
AC37675100,BACLOFEN ， 一般錠劑膠囊劑 ， 10.00 MG,34967
AC376751G0,BACLOFEN ， 一般錠劑膠囊劑 ， 10.00 MG,4630.5
AC37679100,BENZBROMARONE ， 一般錠劑膠囊劑 ， 50.00 MG,275596.5
AC376791G0,BENZBROMARONE ， 一般錠劑膠囊劑 ， 50.00 MG,4594896.7
AC37680100,OXAZOLAM ， 一般錠劑膠囊劑 ， 10.00 MG,121083.5
AC376801G0,OXAZOLAM ， 一般錠劑膠囊劑 ， 10.00 MG,365111
AC37682100,NAPROXEN ， 一般錠劑膠囊劑 ， 250.00 MG,87455.1
AC37685100,GEMFIBROZIL ， 一般錠劑膠囊劑 ， 600.00 MG,1489753.3
AC37687100,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,139949
AC376871G0,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,5478169
AC37689100,VITAMIN B1 50MG + VITAMIN B2 2-5MG， 一般錠劑膠囊劑,3580891.6
AC376891G0,VITAMIN B1 50MG + VITAMIN B2 2-5MG， 一般錠劑膠囊劑,16057811.8
AC37691345,PIROXICAM ， 外用軟膏劑 ， 10.00  MG/GM ， 40.00 GM,1
AC37696100,HALOPERIDOL ， 一般錠劑膠囊劑 ， 5.00 MG,46762.3
AC376961G0,HALOPERIDOL ， 一般錠劑膠囊劑 ， 5.00 MG,132586.3
AC37702100,ACETYLSALICYLIC ACID ， 一般錠劑膠囊劑 ， 81-325，MG,5151
AC37704100,ACETAMINOPHEN 300MG + CODEINE 6MG， 一般錠劑膠囊劑，,196840.9
AC377041G0,ACETAMINOPHEN 300MG + CODEINE 6MG， 一般錠劑膠囊劑，,34125.5
AC37712100,TRIHEXYPHENIDYL ， 一般錠劑膠囊劑 ， 2.00 MG,1191377
AC377121G0,TRIHEXYPHENIDYL ， 一般錠劑膠囊劑 ， 2.00 MG,2082988.5
AC37715100,SULINDAC ， 一般錠劑膠囊劑 ， 200.00 MG,168
AC37720100,URSODEOXYCHOLIC ACID ， 一般錠劑膠囊劑 ， 100.00 MG,3080269.8
AC377201G0,URSODEOXYCHOLIC ACID ， 一般錠劑膠囊劑 ， 100.00 MG,3544640
AC37740100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,813120.4
AC37741209,CEFTRIAXONE ， 注射劑 ， 1000.00 MG,50234.5
AC37741212,CEFTRIAXONE ， 注射劑 ， 2000.00 MG,43036.8
AC37809100,FENBUFEN ， 一般錠劑膠囊劑 ， 200.00 MG,354
AC37833100,CAPTOPRIL ， 一般錠劑膠囊劑 ， 50.00 MG,168
AC37835100,CAPTOPRIL ， 一般錠劑膠囊劑 ， 25.00 MG,3160
AC37837100,BISMUTH SUBCITRATE or BISMUTH SUBNITRATE ， 一般錠劑膠囊劑 ， 300.00 MG,377425.5
AC37838335,SULFADIAZINE ， 外用軟膏劑 ， 10.00  MG/GM ， 15.00 GM,30
AC37838338,SULFADIAZINE ， 外用軟膏劑 ， 10.00  MG/GM ， 20.00 GM,88
AC37861100,BENZBROMARONE ， 一般錠劑膠囊劑 ， 50.00 MG,2840
AC378611G0,BENZBROMARONE ， 一般錠劑膠囊劑 ， 50.00 MG,4957
AC37862100,FENOPROFEN ， 一般錠劑膠囊劑 ， 200.00 MG,36
AC37866421,TROPICAMIDE ， 眼用液劑 ， 5.00  MG/ML ， 5.00 ML,196585.5
AC37874421,DEXAMETHASONE ， 口內膏 ， 1.00  MG/GM ， 5.00 GM,35330.2
AC37874426,DEXAMETHASONE ， 口內膏 ， 1.00  MG/GM ， 8.00 GM,2496
AC37875100,AMBROXOL ， 一般錠劑膠囊劑 ， 30.00 MG,1195700.9
AC37876100,SILYMARIN ， 一般錠劑膠囊劑 ， 150.00 MG,17397
AC378761G0,SILYMARIN ， 一般錠劑膠囊劑 ， 150.00 MG,175563
AC37878500,DICLOFENAC ， 栓劑 ， 12.50 MG,13065
AC37902100,SULINDAC ， 一般錠劑膠囊劑 ， 200.00 MG,6173
AC37909329,ETOFENAMATE ， 外用軟膏劑 ， 100.00  MG/GM ， 10.00 GM,16
AC37909338,ETOFENAMATE ， 外用軟膏劑 ， 100.00  MG/GM ， 20.00 GM,25
AC37909345,ETOFENAMATE ， 外用軟膏劑 ， 100.00  MG/GM ， 40.00 GM,83557
AC37923329,CLOBETASONE BUTYRATE ， 外用軟膏劑 ， 0.50  MG/GM ， 10.00 GM,4770
AC37924477,NORFLOXACIN ， 眼用液劑 ， 3.00  MG/ML ， .50 ML,116953
AC37928100,ATENOLOL ， 一般錠劑膠囊劑 ， 100.00 MG,32445.5
AC379281G0,ATENOLOL ， 一般錠劑膠囊劑 ， 100.00 MG,200097.5
AC37934100,TIAPROFENIC ACID ， 一般錠劑膠囊劑 ， 200.00 MG,3771
AC37945100,CIMETIDINE ， 一般錠劑膠囊劑 ， 400.00 MG,978945.6
AC379451G0,CIMETIDINE ， 一般錠劑膠囊劑 ， 400.00 MG,76419.5
AC379451GA,CIMETIDINE ， 一般錠劑膠囊劑 ， 400.00 MG,22827
AC379881G0,BENZBROMARONE ， 一般錠劑膠囊劑 ， 50.00 MG,4416414.2
AC37991100,RANITIDINE ， 一般錠劑膠囊劑 ， 300.00 MG,1440
AC37995209,DIMENHYDRINATE，注射劑， 50.00MG (= DIPHENHYRAMINE 25.00MG),8649.8
AC37995221,DIMENHYDRINATE，注射劑， 250.00MG (= DIPHENHYRAMINE 125.00MG),1
AC37996100,CALCIUM ACETATE ， 一般錠劑膠囊劑 ， 667.00 MG,2302
AC379961G0,CALCIUM ACETATE ， 一般錠劑膠囊劑 ， 667.00 MG,184675
AC37997100,FLUNITRAZEPAM ， 一般錠劑膠囊劑 ， 2.00 MG,1658359.5
AC379971G0,FLUNITRAZEPAM ， 一般錠劑膠囊劑 ， 2.00 MG,9290126.8
AC38013500,ECONAZOLE ， 陰道用錠劑膠囊劑 ， 150.00 MG,55389
AC38023100,ALLOPURINOL ， 一般錠劑膠囊劑 ， 100.00 MG,72
AC38030100,SILYMARIN ， 一般錠劑膠囊劑 ， 150.00 MG,211104.1
AC380301G0,SILYMARIN ， 一般錠劑膠囊劑 ， 150.00 MG,633983
AC38049321,HYDROCORTISONE ACETATE 10MG/GM + NEOMYCIN 3.5MG/GM + CENTELLA ASIATICA TITRATED EXTRACT 10MG/GM， 外用軟膏劑， 5.00GM,473
AC38049338,HYDROCORTISONE ACETATE 10MG/GM + NEOMYCIN 3.5MG/GM + CENTELLA ASIATICA TITRATED EXTRACT 10MG/GM， 外用軟膏劑， 20.00GM,71
AC38055100,MEDROXYPROGESTERONE ， 一般錠劑膠囊劑 ， 5.00 MG,575952.1
AC380551G0,MEDROXYPROGESTERONE ， 一般錠劑膠囊劑 ， 5.00 MG,144879
AC38056100,OXYBUTYNIN ， 一般錠劑膠囊劑 ， 2.50 MG,383576.2
AC38073314,ESTRADIOL ， 外用軟膏劑 ， 0.60  MG/GM ， 2.50 GM,37010
AC38076100,BROMAZEPAM ， 一般錠劑膠囊劑 ， 3.00 MG,78139.7
AC380761G0,BROMAZEPAM ， 一般錠劑膠囊劑 ， 3.00 MG,1107
AC38081100,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,2336471.4
AC380811G0,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,500406.9
AC380811G5,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,51
AC38088100,CIMETIDINE ， 一般錠劑膠囊劑 ， 400.00 MG,2310
AC38089100,CIPROFLOXACIN ， 一般錠劑膠囊劑 ， 250.00 MG,1215302.7
AC38090100,CIPROFLOXACIN ， 一般錠劑膠囊劑 ， 500.00 MG,1575
AC38091100,ESTRADIOL VALERATE 2MG + MEDROXYPROGESTERONE 10MG， 一般錠劑膠囊劑,79479
AC38097100,SILYMARIN ， 一般錠劑膠囊劑 ， 150.00 MG,18467
AC38098209,PIROXICAM ， 注射劑 ， 20.00 MG,2
AC38104100,PYRAZINAMIDE ， 一般錠劑膠囊劑 ， 500.00 MG,707740.5
AC38132100,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 250.00 MG,816411
AC381321G0,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 250.00 MG,30354.3
AC38134100,SILYMARIN ， 一般錠劑膠囊劑 ， 150.00 MG,32131
AC381341G0,SILYMARIN ， 一般錠劑膠囊劑 ， 150.00 MG,605308
AC38135212,TRAMADOL ， 注射劑 ， 100.00 MG,1563
AC38145212,TRAMADOL ， 注射劑 ， 100.00 MG,453281.7
AC38154100,NIFEDIPINE ， 一般錠劑膠囊劑 ， 5.00 MG,2923
AC38158100,ERYTHROMYCIN ， 一般錠劑膠囊劑 ， 500.00 MG,3176.6
AC38159321,DIFLUCORTOLONE 1MG/GM + ISOCONAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,78
AC38159335,DIFLUCORTOLONE 1MG/GM + ISOCONAZOLE 10MG/GM， 外用軟膏劑， 15.00GM,573
AC38164100,TIAPROFENIC ACID ， 一般錠劑膠囊劑 ， 200.00 MG,25744
AC38168100,PROPRANOLOL ， 一般錠劑膠囊劑 ， 40.00 MG,1257
AC38180100,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,4631056.7
AC381801G0,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,5580687.2
AC38184321,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,15659
AC38184329,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 10.00GM,16845
AC38184336,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 16.00GM,14
AC38184338,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 20.00GM,446
AC38185212,CIMETIDINE ， 注射劑 ， 300.00 MG,203
AC38186100,VITAMIN B12 (=MECOBALAMIN) ， 一般錠劑膠囊劑 ， 500.00 MCG,1855392.3
AC381861G0,VITAMIN B12 (=MECOBALAMIN) ， 一般錠劑膠囊劑 ， 500.00 MCG,1151060.8
AC38188100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,174366.5
AC38192212,VITAMIN B12 ， 注射劑 ， 10000.00 MCG,327.5
AC38194100,UBIDECARENONE ， 一般錠劑膠囊劑 ， 10.00 MG,35946
AC38204100,CAPTOPRIL ， 一般錠劑膠囊劑 ， 25.00 MG,28370.7
AC382041G0,CAPTOPRIL ， 一般錠劑膠囊劑 ， 25.00 MG,3016988.8
AC38209100,SERRAPEPTASE ， 一般錠劑膠囊劑 ， 10.00 MG,423
AC38211100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,937515.8
AC382111G0,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,237790.1
AC38235100,CHOLINE BITARTRATE 100MG + CYSTEINE 20MG-25MG + INOSITOL 25MG + VITAMIN B12 1.5MCG， 一般錠劑膠囊劑，,995777
AC38247100,CIMETIDINE ， 一般錠劑膠囊劑 ， 400.00 MG,7304.5
AC38260100,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,8796
AC38263100,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,131562.4
AC382631G0,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,3268
AC38266100,含CODEINE複方鎮咳劑， 一般錠劑膠囊劑,3661
AC382661G0,含CODEINE複方鎮咳劑， 一般錠劑膠囊劑,1506
AC38283309,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 1000.00 ML,1239
AC38283377,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 500.00 ML,682
AC38284238,DOBUTAMINE ， 注射劑 ， 250.00 MG,99
AC38286100,THIAMPHENICOL ， 一般錠劑膠囊劑 ， 250.00 MG,64606.4
AC38288321,ACYCLOVIR ， 外用軟膏劑 ， 50.00  MG/GM ， 5.00 GM,1
AC38291100,FAMOTIDINE ， 一般錠劑膠囊劑 ， 40.00 MG,806757.4
AC38296100,GEMFIBROZIL ， 一般錠劑膠囊劑 ， 600.00 MG,14418
AC38317209,DIMENHYDRINATE，注射劑， 50.00MG (= DIPHENHYRAMINE 25.00MG),23679.6
AC38327100,TIAPROFENIC ACID ， 一般錠劑膠囊劑 ， 200.00 MG,930
AC38329100,SERRAPEPTASE ， 一般錠劑膠囊劑 ， 5.00 MG,5121.1
AC383291G0,SERRAPEPTASE ， 一般錠劑膠囊劑 ， 5.00 MG,21
AC38332100,CEFACLOR ， 一般錠劑膠囊劑 ， 250.00 MG,13
AC38353100,CEPHRADINE ， 一般錠劑膠囊劑 ， 250.00 MG,9
AC38357100,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,1137137.5
AC383571G0,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,255916.7
